Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 8527,https://www.congress.gov/bill/118th-congress/house-bill/8527,118th Congress (2023-2024),Climate Justice Act of 2024,"Clarke, Yvette D. [Rep.-D-NY-9] (Introduced 05/23/2024)",5/23/2024,"House - Energy and Commerce, Natural Resources","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",5/31/2024,13,,,,,
H.R. 8395,https://www.congress.gov/bill/118th-congress/house-bill/8395,118th Congress (2023-2024),AUDIT EPA Act of 2024,"McMorris Rodgers, Cathy [Rep.-R-WA-5] (Introduced 05/14/2024)",5/14/2024,House - Energy and Commerce,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",5/17/2024,0,,,,,
H.R. 8308,https://www.congress.gov/bill/118th-congress/house-bill/8308,118th Congress (2023-2024),Nutria Eradication and Control Reauthorization Act of 2024,"Harder, Josh [Rep.-D-CA-9] (Introduced 05/08/2024)",5/8/2024,House - Natural Resources | Senate - Environment and Public Works,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,12/18/2024,4,,,,,
H.R. 8250,https://www.congress.gov/bill/118th-congress/house-bill/8250,118th Congress (2023-2024),Clean Air in the Cloud Act,"Connolly, Gerald E. [Rep.-D-VA-11] (Introduced 05/06/2024)",5/6/2024,House - Energy and Commerce,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",5/10/2024,0,,,,,
H.R. 8230,https://www.congress.gov/bill/118th-congress/house-bill/8230,118th Congress (2023-2024),FOREST Act,"Johnson, Dusty [Rep.-R-SD-At Large] (Introduced 05/02/2024)",5/2/2024,"House - Natural Resources, Agriculture",Referred to the Subcommittee on Forestry.,9/3/2024,2,,,,,
H.R. 8156,https://www.congress.gov/bill/118th-congress/house-bill/8156,118th Congress (2023-2024),"To direct the Comptroller General of the United States to submit to Congress an updated report on the roles, responsibilities, and practices of the Council on Environmental Quality.","Newhouse, Dan [Rep.-R-WA-4] (Introduced 04/29/2024)",4/29/2024,House - Natural Resources,Referred to the House Committee on Natural Resources.,4/29/2024,4,,,,,
H.R. 8101,https://www.congress.gov/bill/118th-congress/house-bill/8101,118th Congress (2023-2024),Maintaining Cooperative Permitting Act of 2024,"Bean, Aaron [Rep.-R-FL-4] (Introduced 04/20/2024)",4/20/2024,House - Transportation and Infrastructure,Referred to the House Committee on Transportation and Infrastructure.,4/20/2024,9,,,,,
H.R. 8092,https://www.congress.gov/bill/118th-congress/house-bill/8092,118th Congress (2023-2024),Protecting Communities from Plastics Act of 2024,"Huffman, Jared [Rep.-D-CA-2] (Introduced 04/19/2024)",4/19/2024,"House - Energy and Commerce, Transportation and Infrastructure, Agriculture, Foreign Affairs","Referred to the Subcommittee on Conservation, Research, and Biotechnology.",9/3/2024,12,,,,,
H.R. 8090,https://www.congress.gov/bill/118th-congress/house-bill/8090,118th Congress (2023-2024),Homeland Security Climate Change Coordination Act,"Goldman, Daniel S. [Rep.-D-NY-10] (Introduced 04/19/2024)",4/19/2024,House - Homeland Security,"Referred to the Subcommittee on Oversight, Investigations, and Accountability.",4/19/2024,2,,,,,
H.R. 8087,https://www.congress.gov/bill/118th-congress/house-bill/8087,118th Congress (2023-2024),Solid Waste Infrastructure for Recycling Grant Program Reauthorization Act,"Espaillat, Adriano [Rep.-D-NY-13] (Introduced 04/19/2024)",4/19/2024,House - Transportation and Infrastructure,Referred to the House Committee on Transportation and Infrastructure.,4/19/2024,6,,,,,
H.R. 8076,https://www.congress.gov/bill/118th-congress/house-bill/8076,118th Congress (2023-2024),Clean Water Standards for PFAS Act of 2024,"Pappas, Chris [Rep.-D-NH-1] (Introduced 04/18/2024)",4/18/2024,House - Transportation and Infrastructure,Referred to the House Committee on Transportation and Infrastructure.,4/18/2024,22,,,,,
H.R. 8074,https://www.congress.gov/bill/118th-congress/house-bill/8074,118th Congress (2023-2024),Forever Chemical Regulation and Accountability Act of 2024,"McCollum, Betty [Rep.-D-MN-4] (Introduced 04/18/2024)",4/18/2024,"House - Energy and Commerce, Oversight and Accountability, Science, Space, and Technology, Transportation and Infrastructure, Armed Services","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",4/26/2024,1,,,,,
H.R. 8062,https://www.congress.gov/bill/118th-congress/house-bill/8062,118th Congress (2023-2024),Stream Protection and Vegetation Restoration Act,"Beyer, Donald S. [Rep.-D-VA-8] (Introduced 04/18/2024)",4/18/2024,House - Natural Resources,Referred to the House Committee on Natural Resources.,4/18/2024,1,,,,,
H.R. 8052,https://www.congress.gov/bill/118th-congress/house-bill/8052,118th Congress (2023-2024),Year-Round E15 Act of 2024,"Nunn, Zachary [Rep.-R-IA-3] (Introduced 04/17/2024)",4/17/2024,House - Energy and Commerce,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",4/26/2024,5,,,,,
H.R. 8032,https://www.congress.gov/bill/118th-congress/house-bill/8032,118th Congress (2023-2024),Low-Income Household Water Assistance Program Establishment Act,"Sorensen, Eric [Rep.-D-IL-17] (Introduced 04/16/2024)",4/16/2024,"House - Transportation and Infrastructure, Energy and Commerce","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",4/19/2024,14,,,,,
H.R. 7990,https://www.congress.gov/bill/118th-congress/house-bill/7990,118th Congress (2023-2024),Large-Scale Water Recycling Reauthorization and Investment Act of 2024,"Napolitano, Grace F. [Rep.-D-CA-31] (Introduced 04/15/2024)",4/15/2024,House - Natural Resources,Referred to the House Committee on Natural Resources.,4/15/2024,4,,,,,
H.R. 7944,https://www.congress.gov/bill/118th-congress/house-bill/7944,118th Congress (2023-2024),Water Systems PFAS Liability Protection Act,"Curtis, John R. [Rep.-R-UT-3] (Introduced 04/11/2024)",4/11/2024,"House - Energy and Commerce, Transportation and Infrastructure","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",4/12/2024,22,,,,,
H.R. 7941,https://www.congress.gov/bill/118th-congress/house-bill/7941,118th Congress (2023-2024),Bond Improvement and Reclamation Assurance Act,"Cartwright, Matt [Rep.-D-PA-8] (Introduced 04/11/2024)",4/11/2024,House - Natural Resources,Referred to the House Committee on Natural Resources.,4/11/2024,10,,,,,
H.R. 7922,https://www.congress.gov/bill/118th-congress/house-bill/7922,118th Congress (2023-2024),To establish a Water Risk and Resilience Organization to develop risk and resilience requirements for the water sector.,"Crawford, Eric A. ""Rick"" [Rep.-R-AR-1] (Introduced 04/10/2024)",4/10/2024,"House - Transportation and Infrastructure, Energy and Commerce","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",4/12/2024,3,,,,,
H.R. 7916,https://www.congress.gov/bill/118th-congress/house-bill/7916,118th Congress (2023-2024),Removing Nitrate and Arsenic in Drinking Water Act,"Torres, Norma J. [Rep.-D-CA-35] (Introduced 04/09/2024)",4/9/2024,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,4/9/2024,4,,,,,
H.R. 7843,https://www.congress.gov/bill/118th-congress/house-bill/7843,118th Congress (2023-2024),Guam EPA Cooperation Act,"Moylan, James C. [Del.-R-GU] (Introduced 03/29/2024)",3/29/2024,House - Armed Services,Referred to the House Committee on Armed Services.,3/29/2024,2,,,,,
H.R. 7817,https://www.congress.gov/bill/118th-congress/house-bill/7817,118th Congress (2023-2024),Michigan SPEAR Act,"Bergman, Jack [Rep.-R-MI-1] (Introduced 03/26/2024)",3/26/2024,House - Natural Resources,Referred to the House Committee on Natural Resources.,3/26/2024,1,,,,,
H.R. 7779,https://www.congress.gov/bill/118th-congress/house-bill/7779,118th Congress (2023-2024),Good Samaritan Remediation of Abandoned Hardrock Mines Act of 2024,"Maloy, Celeste [Rep.-R-UT-2] (Introduced 03/21/2024)",3/21/2024,"House - Transportation and Infrastructure, Energy and Commerce, Natural Resources","Placed on the Union Calendar, Calendar No. 703.",12/11/2024,36,,,,,
H.R. 7728,https://www.congress.gov/bill/118th-congress/house-bill/7728,118th Congress (2023-2024),Energy Sovereignty Act,"Perry, Scott [Rep.-R-PA-10] (Introduced 03/19/2024)",3/19/2024,House - Energy and Commerce,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",3/22/2024,5,,,,,
H.R. 7706,https://www.congress.gov/bill/118th-congress/house-bill/7706,118th Congress (2023-2024),Safe Drinking Water for Disadvantaged Communities Act,"Nunn, Zachary [Rep.-R-IA-3] (Introduced 03/15/2024)",3/15/2024,House - Energy and Commerce,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",3/22/2024,1,,,,,
H.R. 7684,https://www.congress.gov/bill/118th-congress/house-bill/7684,118th Congress (2023-2024),Udall Foundation Reauthorization Act of 2024,"Ciscomani, Juan [Rep.-R-AZ-6] (Introduced 03/15/2024)",3/15/2024,"House - Education and the Workforce, Natural Resources","Referred to the Committee on Education and the Workforce, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3/15/2024,1,,,,,
H.R. 7675,https://www.congress.gov/bill/118th-congress/house-bill/7675,118th Congress (2023-2024),PFAS Research and Development Reauthorization Act of 2024,"Pappas, Chris [Rep.-D-NH-1] (Introduced 03/13/2024)",3/13/2024,"House - Energy and Commerce, Science, Space, and Technology, Transportation and Infrastructure","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",3/15/2024,6,,,,,
H.R. 7650,https://www.congress.gov/bill/118th-congress/house-bill/7650,118th Congress (2023-2024),Air Quality Standards Implementation Act of 2024,"Carter, Earl L. ""Buddy"" [Rep.-R-GA-1] (Introduced 03/13/2024)",3/13/2024,House - Energy and Commerce,Ordered to be Reported by the Yeas and Nays: 26 - 21.,3/20/2024,16,,,,,
H.R. 7634,https://www.congress.gov/bill/118th-congress/house-bill/7634,118th Congress (2023-2024),Plastic Pellet Free Waters Act,"Levin, Mike [Rep.-D-CA-49] (Introduced 03/12/2024)",3/12/2024,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,3/13/2024,89,,,,,
H.R. 7558,https://www.congress.gov/bill/118th-congress/house-bill/7558,118th Congress (2023-2024),Chesapeake Bay Program Reauthorization Act of 2024,"Wittman, Robert J. [Rep.-R-VA-1] (Introduced 03/05/2024)",3/5/2024,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,3/6/2024,3,,,,,
H.R. 7526,https://www.congress.gov/bill/118th-congress/house-bill/7526,118th Congress (2023-2024),D. C. Consumer Vehicle Choice Protection Act,"Luna, Anna Paulina [Rep.-R-FL-13] (Introduced 03/05/2024)",3/5/2024,House - Oversight and Accountability,Ordered to be Reported in the Nature of a Substitute (Amended) by the Yeas and Nays: 21 - 19.,3/7/2024,6,,,,,
H.R. 7522,https://www.congress.gov/bill/118th-congress/house-bill/7522,118th Congress (2023-2024),To amend the America's Conservation Enhancement Act to reauthorize the Chesapeake WILD program.,"Scott, Robert C. ""Bobby"" [Rep.-D-VA-3] (Introduced 03/05/2024)",3/5/2024,"House - Natural Resources, Transportation and Infrastructure",Referred to the Subcommittee on Water Resources and Environment.,3/6/2024,3,,,,,
H.R. 7498,https://www.congress.gov/bill/118th-congress/house-bill/7498,118th Congress (2023-2024),ZEVs Act of 2024,"Levin, Mike [Rep.-D-CA-49] (Introduced 02/29/2024)",2/29/2024,House - Energy and Commerce,"Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",3/8/2024,8,,,,,
H.R. 7408,https://www.congress.gov/bill/118th-congress/house-bill/7408,118th Congress (2023-2024),America’s Wildlife Habitat Conservation Act,"Westerman, Bruce [Rep.-R-AR-4] (Introduced 02/20/2024)",2/20/2024,"House - Natural Resources, Agriculture","Placed on the Union Calendar, Calendar No. 754.",12/18/2024,22,,,,,
H.R. 7284,https://www.congress.gov/bill/118th-congress/house-bill/7284,118th Congress (2023-2024),No IRIS Act of 2024,"Grothman, Glenn [Rep.-R-WI-6] (Introduced 02/07/2024)",2/7/2024,"House - Energy and Commerce, Agriculture, Transportation and Infrastructure","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",2/9/2024,4,,,,,
H.R. 7275,https://www.congress.gov/bill/118th-congress/house-bill/7275,118th Congress (2023-2024),Comprehensive National Mercury Monitoring Act,"Cartwright, Matt [Rep.-D-PA-8] (Introduced 02/07/2024)",2/7/2024,"House - Energy and Commerce, Transportation and Infrastructure","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",2/9/2024,4,,,,,
H.R. 7257,https://www.congress.gov/bill/118th-congress/house-bill/7257,118th Congress (2023-2024),GLRI Act of 2024,"Joyce, David P. [Rep.-R-OH-14] (Introduced 02/06/2024)",2/6/2024,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,2/12/2024,37,,,,,
H.R. 7221,https://www.congress.gov/bill/118th-congress/house-bill/7221,118th Congress (2023-2024),Wildlife Corridors and USDA Conservation Programs Act of 2024,"Beyer, Donald S., Jr. [Rep.-D-VA-8] (Introduced 02/05/2024)",2/5/2024,"House - Agriculture, Natural Resources","Referred to the Subcommittee on Conservation, Research, and Biotechnology.",8/29/2024,2,,,,,
H.R. 7203,https://www.congress.gov/bill/118th-congress/house-bill/7203,118th Congress (2023-2024),BEACH Act of 2024,"Joyce, David P. [Rep.-R-OH-14] (Introduced 02/01/2024)",2/1/2024,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,2/12/2024,26,,,,,
H.R. 7197,https://www.congress.gov/bill/118th-congress/house-bill/7197,118th Congress (2023-2024),Artificial Intelligence Environmental Impacts Act of 2024,"Eshoo, Anna G. [Rep.-D-CA-16] (Introduced 02/01/2024)",2/1/2024,"House - Science, Space, and Technology, Energy and Commerce","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",2/2/2024,4,,,,,
H.R. 7194,https://www.congress.gov/bill/118th-congress/house-bill/7194,118th Congress (2023-2024),PFAS Accountability Act of 2024,"Dean, Madeleine [Rep.-D-PA-4] (Introduced 02/01/2024)",2/1/2024,"House - Energy and Commerce, Judiciary","Referred to the Subcommittee on Environment, Manufacturing, and Critical Materials.",2/2/2024,3,,,,,
H.R. 7193,https://www.congress.gov/bill/118th-congress/house-bill/7193,118th Congress (2023-2024),Wildfire Air Quality Act,"Curtis, John R. [Rep.-R-UT-3] (Introduced 02/01/2024)",2/1/2024,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2/1/2024,2,,,,,
H.R. 7166,https://www.congress.gov/bill/118th-congress/house-bill/7166,118th Congress (2023-2024),Great Lakes Mass Marking Program Act,"Dingell, Debbie [Rep.-D-MI-6] (Introduced 01/31/2024)",1/31/2024,House - Natural Resources,Referred to the House Committee on Natural Resources.,1/31/2024,2,,,,,
